COUNTRY,,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,NOTES
Departures - Thousands,,TF,100,119,132,122,125,155,200,238,258,286,373,415,469,561,589,765,774,862,983,..,..,..,"1,197",
Tourism expenditure in other countries - US$ Mn,,IMF,167,155,141,107,116,109,128,108,119,205,221,261,402,545,572,528,420,562,598,680,669,634,889,
Travel - US$ Mn,,IMF,136,125,103,78,71,73,80,69,81,154,163,185,274,381,434,402,320,413,422,504,527,587,786,
Passenger transport - US$ Mn,,IMF,31,30,38,29,45,36,48,39,38,51,58,76,128,164,138,126,100,149,176,176,142,47,103,
NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TCE,"6,574","6,580","7,841","9,312","9,874","10,003","9,500","9,595","9,181","9,646","10,012","10,739","11,008","10,104","9,921","10,883","11,300","11,680","12,783","13,925","15,007","15,828","17,924","1/ Holiday departures of nationals.
2/ From 2012 source: Central Bank ""De Nederlandsche Bank""."
Tourism expenditure in the country - US$ Mn,2/,IMF,"10,611","11,497","11,750","11,923","12,451","11,285","11,147","11,745","14,603","16,495",..,..,..,..,..,..,..,"17,675","19,429","19,669","17,558","18,306","20,352",
Travel - US$ Mn,2/,IMF,"6,578","6,568","6,299","6,796","6,977","7,197","6,708","7,710","9,163","10,308","8,770","9,273","11,313","12,874","12,063","11,653","12,897","12,295","13,733","14,684","13,171","14,045","15,827",
Passenger transport - US$ Mn,2/,IMF,"4,033","4,929","5,451","5,127","5,474","4,088","4,439","4,035","5,440","6,187",..,..,..,..,..,..,..,"5,380","5,696","4,985","4,387","4,261","4,525",
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,1/,TF,"12,313","12,807","12,858","13,553","14,184","13,896","14,214","16,719","16,425","17,130","17,039","16,695","17,523","18,399","18,340","18,368","18,560","18,628","18,094","17,928","18,070","17,938",..,
Tourism expenditure in other countries - US$ Mn,2/,IMF,"13,151","13,709","12,555","13,474","13,468","13,649","13,061","14,201","15,887","16,937",..,..,..,..,..,..,..,"20,094","21,009","23,655","20,234","20,461","22,044",
Travel - US$ Mn,2/,IMF,"11,674","12,276","11,227","12,005","12,029","12,191","11,994","12,976","15,265","16,348","13,724","14,588","17,277","19,805","18,628","19,044","20,741","19,778","20,698","21,092","18,038","18,070","19,513",
Passenger transport - US$ Mn,2/,IMF,"1,477","1,433","1,328","1,469","1,439","1,458","1,067","1,225",622,589,..,..,..,..,..,..,..,316,311,"2,563","2,196","2,391","2,531",
NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,86,91,105,104,100,110,101,104,102,100,101,100,103,104,99,99,112,112,108,107,114,116,121,"1/ Including nationals residing abroad.
2/ 1995-2001: country data.
3/ Returning residents."
Tourism expenditure in the country - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,267,236,226,285,288,287,287,246,248,..,
Travel - US$ Mn,2/,IMF,108,114,117,110,112,111,94,156,196,241,149,122,142,152,141,129,166,165,168,187,158,159,..,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,115,95,97,119,123,119,100,88,89,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,3/,TF,59,64,63,68,69,69,68,72,78,89,96,100,106,112,119,132,124,121,121,124,127,134,135,
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,354,330,343,356,336,333,328,253,252,..,
Travel - US$ Mn,,IMF,..,..,..,..,..,..,..,104,128,167,122,129,149,168,170,179,176,159,164,169,145,153,..,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,186,160,164,180,177,169,159,108,99,..,
NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,VF,"1,409","1,529","1,497","1,485","1,607","1,787","1,909","2,045","2,104","2,334","2,366","2,409","2,455","2,483","2,473","2,530","2,617","2,574","2,710","2,854","3,129","3,494","3,723","1/ International Travel and Migration, SNZ."
Arrivals - Thousands,,TF,..,..,..,"1,475","1,596","1,780","1,900","2,026","2,086","2,325","2,353","2,390","2,434","2,371","2,373","2,435","2,511","2,473","2,629","2,772","3,039","3,370","3,555",
Tourism expenditure in the country - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,"2,318","2,553","2,211","1,857","2,234","2,272","2,340","3,159","4,232","5,098","6,486","6,148","7,190","6,961","5,979","6,523","7,295","7,142","7,434","8,575","9,452","9,763","10,583",
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,920,"1,093","1,132","1,166","1,185","1,283","1,287","1,293","1,374","1,733","1,872","1,861","1,978","1,967","1,918","2,026","2,096","2,172","2,197","2,276","2,412","2,611","2,853",
Tourism expenditure in other countries - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,"1,259","1,466","1,461","1,383","1,430","1,235","1,255","1,386","1,649","2,229","2,671","2,535","3,077","3,006","2,580","3,039","3,461","3,715","3,861","4,108","3,721","3,974","4,445",
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,281,303,358,406,468,486,483,472,526,615,712,749,800,858,932,"1,011","1,060","1,180","1,229","1,330","1,386","1,504","1,787",1/ From 2005 including nationals residing abroad.
Tourism expenditure in the country - US$ Mn,,IMF,51,55,82,103,128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,50,54,80,100,125,129,135,135,160,192,206,249,277,303,336,314,391,421,417,446,528,642,841,
Passenger transport - US$ Mn,,IMF,1,1,2,3,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,255,282,330,422,452,486,499,532,562,701,740,773,949,942,858,908,912,979,994,959,925,981,982,
Tourism expenditure in other countries - US$ Mn,,IMF,56,79,86,94,114,126,128,125,139,154,162,224,238,265,256,225,240,241,277,286,273,310,364,
Travel - US$ Mn,,IMF,40,60,65,70,78,78,76,69,75,89,91,136,127,144,134,121,138,136,152,168,156,181,214,
Passenger transport - US$ Mn,,IMF,16,19,21,24,36,48,52,56,64,65,71,88,111,121,122,104,102,105,125,118,117,129,150,
NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TF,35,68,68,41,39,50,52,39,55,57,58,60,48,73,66,74,82,94,123,135,135,152,164,
Tourism expenditure in the country - US$ Mn,,IMF,..,26,29,27,25,23,30,20,28,32,44,39,44,86,69,106,54,51,59,100,80,84,..,
Travel - US$ Mn,,IMF,7,25,28,27,25,23,30,20,27,31,43,36,41,79,66,105,51,50,58,90,74,77,..,
Passenger transport - US$ Mn,,IMF,..,0.6,0.6,..,0.1,0.1,0.1,0.2,0.5,1.3,0.9,3,3,7,3,0.5,3,1,1,10,6,7,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,10,10,10,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,26,59,50,39,35,32,33,29,39,42,42,42,48,98,84,95,57,132,81,129,140,111,..,
Travel - US$ Mn,,IMF,13,45,38,35,31,26,26,17,22,22,30,28,29,68,54,92,40,36,47,85,70,75,..,
Passenger transport - US$ Mn,,IMF,13,14,12,4,4,6,7,12,17,20,12,14,19,30,30,3,17,96,34,44,70,36,..,
NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,VF,"1,031","1,230","1,292","1,357","1,425","1,492","1,753","2,046","2,253","2,646","2,778","3,056","5,239","5,820","6,053","6,113","3,765","4,673","4,038","4,803","6,017","5,265",..,
Arrivals - Thousands,,TF,656,822,611,739,776,813,850,887,924,962,"1,010","1,111","1,212","1,313","1,414","1,555",715,486,600,..,"1,255","1,889",..,
Tourism expenditure in the country - US$ Mn,,IMF,47,58,83,81,99,186,168,256,58,49,139,209,337,958,791,736,688,638,616,600,472,"1,087","2,611",
Travel - US$ Mn,,IMF,17,35,55,47,54,101,91,139,30,21,54,184,213,569,602,569,623,555,538,538,414,"1,069","2,545",
Passenger transport - US$ Mn,,IMF,30,23,28,34,45,85,77,117,28,28,85,25,124,389,189,167,65,83,78,62,58,18,66,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,938,"1,318","1,840","1,589",640,610,858,910,"2,076",..,501,"3,536","6,665","11,007","6,236","8,348","9,533","9,240","9,152","9,123","9,255","4,520","8,181",
Travel - US$ Mn,,IMF,906,"1,304","1,816","1,567",620,591,831,881,"1,795",..,240,"3,279","5,590","9,777","5,012","5,566","6,598","6,141","5,864","5,761","5,760","1,078","5,788",
Passenger transport - US$ Mn,,IMF,32,14,24,22,20,19,27,29,281,..,261,257,"1,075","1,230","1,224","2,782","2,935","3,099","3,288","3,362","3,495","3,442","2,393",
NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,2.2,1.5,1.8,1.7,1.9,1.9,1.4,2.1,2.7,2.6,2.8,3,3.5,4.7,4.7,6.2,6.1,5,7,7.4,7.7,8.9,9.8,"1/ Including Niueans residing usually in New Zealand. 2014-2017 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre.
2/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
Tourism expenditure in the country - US$ Mn,2/,country,2,1,2,1.1,..,..,..,..,1.3,1,1.2,1.1,1.6,2,1.7,2.2,..,..,..,..,..,..,..,
Travel - US$ Mn,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,8.3,
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,..,..,..,..,0.5,1,1.2,1.1,1.4,1.5,1.6,1.6,1.8,1.8,1.7,1.6,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
NORTHERN MARIANA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,VF,676,736,695,490,502,529,444,476,459,536,507,436,389,397,354,379,341,401,439,460,479,531,660,
Arrivals - Thousands,1/,TF,669,728,685,481,493,517,438,466,452,525,498,429,385,388,345,375,336,399,436,455,475,526,656,1/ Arrivals by air.
Tourism expenditure in the country - US$ Mn,,country,655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Travel - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Passenger transport - US$ Mn,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,"2,880","2,746","2,702","3,256","3,223","3,104","3,073","3,111","3,269","3,628","3,824","4,070","4,377","4,347","4,346","4,767","4,963","4,538","4,778","4,855","5,361","5,960","6,252","1/ 1995-1997: non-resident tourists staying in registered hotels.
1998-2011: arrivals of non-resident tourists at national borders. Figures are based on ""The Guest survey"" carried out by ""Institute of Transport Economics"". The survey has been discontinued since 2012.
2012-2017: non-resident tourists staying in all types of accommodation establishments.
2/ Holiday trips."
Tourism expenditure in the country - US$ Mn,,IMF,"2,730","2,770","2,570","2,545","2,750","2,521","2,380","2,581","2,989","3,531","4,243","4,289","5,322","5,702","4,949","5,299","6,565","6,784","7,175","7,503","6,370","6,285","6,515",
Travel - US$ Mn,,IMF,"2,238","2,256","2,135","2,116","2,277","2,050","1,958","2,179","2,500","2,980","3,494","3,791","4,503","4,853","4,199","4,692","5,329","5,436","5,627","5,579","4,864","5,226","5,438",
Passenger transport - US$ Mn,,IMF,492,514,435,429,473,471,422,402,489,551,749,498,819,849,750,607,"1,236","1,348","1,548","1,924","1,506","1,059","1,077",
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,2/,TF,590,692,753,..,"2,271","2,394","2,348","2,629","2,588","2,960","3,166","3,236","3,395",..,"6,640","7,590","8,130","9,250","9,280","9,190","8,750","8,030","8,170",
Tourism expenditure in other countries - US$ Mn,,IMF,"4,481","4,759","4,756","5,069","5,185","4,893","4,718","5,610","7,089","8,894","10,400","11,273","13,256","15,118","13,221","14,658","16,958","18,131","20,116","20,166","16,485","16,384","17,800",
Travel - US$ Mn,,IMF,"4,232","4,491","4,448","4,723","4,894","4,601","4,410","5,189","6,716","8,489","9,678","10,721","12,121","14,100","12,101","13,472","15,823","16,603","18,465","18,539","15,298","15,069","16,464",
Passenger transport - US$ Mn,,IMF,249,268,308,346,291,292,308,421,373,405,722,552,"1,135","1,018","1,120","1,186","1,135","1,528","1,651","1,627","1,187","1,315","1,336",
OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,891,"1,066","1,223","1,373","1,521","1,441","1,018","1,241","1,392","1,611","1,909","2,335","2,372","1/ Inbound Tourism Survey.
2/ From 2005 including domestic tourism."
Arrivals - Thousands,2/,THS,279,349,376,424,503,571,829,817,"1,039","1,195","1,408","1,585","1,574","1,686","1,814","1,631","1,678","1,890","2,048","2,409","2,735","3,324","3,312",
Tourism expenditure in the country - US$ Mn,,IMF,..,..,..,338,350,377,538,539,546,601,627,749,905,"1,105","1,092","1,072","1,515","1,723","1,888","1,971","2,247","2,390","2,791",
Travel - US$ Mn,,IMF,..,193,192,206,206,221,385,393,385,411,429,544,648,796,689,783,995,"1,096","1,295","1,375","1,540","1,618","1,748",
Passenger transport - US$ Mn,,IMF,..,..,..,132,144,156,153,146,161,190,198,205,257,309,403,289,520,627,593,596,707,772,"1,043",
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,..,..,..,..,..,..,..,"2,060",..,..,"2,018","2,248","2,263","2,062","1,645","1,873","2,446","2,888","3,103","3,358","3,838","4,167","4,473",
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,..,542,583,629,703,702,804,823,863,894,952,"1,197","1,295","1,243","1,493","1,644","1,824","2,081","2,208","2,643","2,916",
Travel - US$ Mn,,IMF,47,349,347,396,441,471,518,530,630,644,668,712,752,856,902,"1,001","1,168","1,282","1,426","1,655","1,769","2,138","2,336",
Passenger transport - US$ Mn,,IMF,..,..,..,146,142,158,185,172,174,179,195,182,200,341,393,242,325,362,398,426,439,505,580,
PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TF,378,369,375,429,432,557,500,498,501,648,798,898,840,823,855,907,"1,161",966,..,..,..,..,..,
Tourism expenditure in the country - US$ Mn,,IMF,582,590,618,556,492,551,533,562,620,765,828,919,912,986,950,998,"1,127","1,014",938,971,915,791,875,
Travel - US$ Mn,,IMF,110,105,103,87,74,81,88,97,122,179,182,255,276,316,272,305,373,339,288,282,317,322,352,
Passenger transport - US$ Mn,,IMF,472,485,515,469,418,470,445,465,498,586,646,664,636,670,678,693,754,675,650,689,598,469,523,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,654,"1,018",591,565,447,574,555,491,"1,163","1,612","1,753","2,029","2,075","2,163","1,098","1,370","1,857","1,851","1,638","2,209","2,642","2,962","3,223",
Travel - US$ Mn,,IMF,446,795,353,357,184,250,252,255,925,"1,268","1,280","1,545","1,593","1,518",685,925,"1,130","1,414","1,083","1,365","1,658","1,909","2,019",
Passenger transport - US$ Mn,,IMF,208,223,238,208,263,324,303,236,238,344,473,484,482,645,413,445,727,437,555,844,984,"1,053","1,204",
PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,53,69,74,64,55,58,54,59,63,89,81,82,88,81,71,85,111,120,108,140,162,138,123,"1/ Air arrivals (Palau International Airport).
2/ 1998-2004: country data.
3/ Fiscal years ending September 30."
Tourism expenditure in the country - US$ Mn,2/3/,IMF,..,..,..,..,..,..,..,..,..,..,63,60,68,78,76,76,94,109,117,131,156,148,..,
Travel - US$ Mn,2/3/,IMF,..,..,..,58,54,45,41,40,41,49,60,57,65,74,73,73,91,105,113,127,149,141,..,
Passenger transport - US$ Mn,2/3/,IMF,..,..,..,..,..,..,..,..,..,..,3,3,3,4,3,3,3,4,4,4,7,7,..,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,..,..,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,2/3/,IMF,..,..,..,..,..,12,14,18,16,18,18,17,17,19,16,15,17,19,19,17,22,24,..,
Travel - US$ Mn,2/3/,IMF,..,..,..,2,2,6,7,9,7,9,8,8,8,8,6,6,8,10,10,9,13,14,..,
Passenger transport - US$ Mn,2/3/,IMF,..,..,..,..,..,5,7,10,9,9,10,9,9,11,10,9,9,9,8,8,9,10,..,
PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TF,345,362,421,431,457,484,519,534,566,621,702,843,"1,103","1,247","1,200","1,324","1,473","1,606","1,658","1,745","2,110","1,921","1,843",
Tourism expenditure in the country - US$ Mn,,IMF,372,432,471,492,506,628,665,710,804,903,"1,108","1,425","1,806","2,208","2,280","2,621","3,630","4,585","5,419","5,749","5,754","6,455","6,865",
Travel - US$ Mn,,IMF,309,360,377,382,396,458,477,513,585,651,780,960,"1,185","1,408","1,484","1,745","2,519","3,064","3,533","3,729","3,948","4,406","4,460",
Passenger transport - US$ Mn,,IMF,63,72,94,110,110,170,188,197,219,252,328,465,621,800,796,876,"1,111","1,521","1,886","2,020","1,806","2,049","2,405",
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,185,188,194,211,221,216,200,200,227,256,285,284,314,369,336,392,414,447,619,853,740,770,917,
Tourism expenditure in other countries - US$ Mn,,IMF,181,210,243,245,259,241,227,252,267,294,388,403,457,560,503,575,679,591,"1,078","1,147","1,272","1,129","1,128",
Travel - US$ Mn,,IMF,121,140,165,181,190,188,174,179,208,239,271,271,307,366,338,398,505,415,862,942,"1,055",922,917,
Passenger transport - US$ Mn,,IMF,60,70,78,64,69,53,53,73,59,55,117,132,150,194,165,177,174,176,216,205,217,207,211,
PAPUA NEW GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,,TF,42,61,66,67,67,58,54,54,56,59,69,78,104,114,121,140,158,168,174,182,185,179,..,
Tourism expenditure in the country - US$ Mn,,IMF,..,..,..,..,..,..,..,..,5,7,9,4,4.5,3.7,..,2.4,5.1,..,3.7,2.8,..,1.6,15.3,
Travel - US$ Mn,,IMF,25,14,8,15,6,7,5,3,4,6,4,4,4.2,2.1,2.1,2.3,4.9,2.4,3.6,2.7,1.7,0.8,2,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,0.9,1.3,5.8,0.03,0.3,1.6,..,0.1,0.2,..,0.1,0.1,..,0.8,13.3,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,51,..,64,65,58,52,38,92,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
Tourism expenditure in other countries - US$ Mn,,IMF,..,..,..,..,..,..,..,..,52,72,56,43,81,75,132,138,186,203,214,168,135,126,165,
Travel - US$ Mn,,IMF,58,72,78,52,53,50,38,60,52,71,56,16,21,29,113,119,161,155,153,125,125,119,151,
Passenger transport - US$ Mn,,IMF,..,..,..,..,..,..,..,..,0.1,0.7,0.6,27,60,46,19,19,25,48,61,43,10,7,14,
PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,438,426,395,350,269,289,279,250,268,309,341,388,416,428,439,465,524,579,610,649,"1,215","1,308","1,584","1/ Excluding nationals residing abroad and crew members.
2000: inbound and outbound tourism survey - Central Bank of Paraguay.
From 2001 E/D cards in the ""Silvio Petirossi"" airport and passenger counts at the national border crossings - National Police and SENATUR."
Tourism expenditure in the country - US$ Mn,,IMF,162,159,145,128,95,88,91,76,81,87,96,112,121,128,225,243,261,291,299,314,348,356,399,
Travel - US$ Mn,,IMF,137,140,128,111,81,73,69,62,64,70,78,92,102,109,205,217,241,265,273,288,318,326,369,
Passenger transport - US$ Mn,,IMF,25,19,17,17,14,15,22,14,17,17,18,20,19,19,20,26,20,26,26,26,30,30,30,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,427,418,369,318,281,175,157,141,153,170,188,210,242,278,288,302,347,400,440,426,"1,008","1,503","1,548",
Tourism expenditure in other countries - US$ Mn,,IMF,173,185,211,223,181,154,130,117,115,121,130,144,184,214,231,261,308,363,425,449,494,512,545,
Travel - US$ Mn,,IMF,133,139,139,143,109,81,72,65,67,71,79,92,109,128,131,145,174,207,243,256,281,299,332,
Passenger transport - US$ Mn,,IMF,40,46,72,80,72,73,58,52,48,50,51,52,75,86,100,116,134,156,182,193,213,213,213,
PERU,,,,,,,,,,,,,,,,,,,,,,,,,,
Inbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Arrivals - Thousands,1/,TF,479,584,649,726,694,800,901,"1,064","1,136","1,350","1,571","1,721","1,916","2,058","2,140","2,299","2,598","2,846","3,164","3,215","3,456","3,744","4,032","1/ From 2002, new estimated series including tourists with identity document other than a passport. Including nationals residing abroad.
2016: Preliminary data."
Tourism expenditure in the country - US$ Mn,,IMF,521,773,911,947,911,861,763,836,"1,023","1,232","1,438","1,775","2,007","2,396","2,440","2,475","2,814","3,074","3,916","3,907","4,140","4,303","4,573",
Travel - US$ Mn,,IMF,428,670,816,845,890,837,733,787,963,"1,142","1,308","1,570","1,723","1,991","2,014","2,008","2,262","2,443","3,000","3,077","3,309","3,501","3,710",
Passenger transport - US$ Mn,,IMF,93,103,95,102,21,24,30,49,60,90,130,205,284,405,426,467,552,631,916,830,831,802,863,
Outbound tourism,,,,,,,,,,,,,,,,,,,,,,,,,,
Departures - Thousands,,TF,508,510,577,538,513,730,"1,060","1,232","1,433","1,635","1,841","1,857","1,915","1,913","1,891","2,058","2,132","2,296","2,364","2,442","2,595","2,751","2,875",
